,2000,2019
,1990,2019
,1980,"(.02)*2008, (.97)*2015, (.01)*2811"
,1970,"(.02)*2008, (.93)*2009, (.18)*2011"
,1960,"(.02)*19A, (.01)*20H, (.88)*20I, (.32)*20M"
,1950,"(.02)*19A, (.01)*20H, (.88)*20I, (.32)*20J"
,1940,"(.02)*19A, (.01)*20H, (.88)*20I, (.32)*20J, (.04)*20K"
West Oakland,2020,402
,2010,402
,2000,402
,1990,"402, 411"
,1980,"(.82)*401, 402, (.15)*504"
,1970,"(.82)*401, 402, (.15)*504"
,1960,"(.82)*4A, 4C, (.15)*5G"
,1950,"(.82)*4A, 4C, (.15)*5G"
,1940,"(.82)*4A, 4C, (.15)*5G"
Westwood,2020,5631
,2010,5631
,2000,2811
,1990,2811
,1980,(.99)*2811
,1970,"(.21)*2011, (.52)*2804, 2806"
,1960,"(.25)*20M, (.52)*28D, 28F"
,1950,"(.25)*20J, (.52)*28D, 28F"
,1940,"(.25)*20J, (.52)*28D, 28F"
Windgap,2020,5630
,2010,5630
,2000,2807
,1990,2807
,1980,(.99)*2807
,1970,(.14)*2801
,1960,(.14)*28A
,1950,(.14)*28A
,1940,(.14)*28A
